STT,Tên món,Giới thiệu,Loại món,Khẩu phần,Time Cooking,Nguyên liệu,Sơ chế,Cách làm,Cách dùng,Mách nhỏ,Tags,Calories,Fat Amount,Fiber Amount,Sugar Amount,Protein Amount,Link Ảnh
886,Bún riêu cua xí quách,"Bún riêu là món ăn truyền thống Việt Nam, nay được bổ sung thêm xí quách trở nên hấp dẫn hơn nữa, trong đó vị chua nhẹ của cà chua và giấm gạo Lisa hòa quyện cùng mùi mắm tôm đặc trưng, vị cua ngọt bùi cùng vị xí quách béo béo, chắc chắn làm hài lòng cả những thực khách khó tính nhất.",Món mặn,4 người,15,"Cua xay: 500g, Gạch cua: 100g, Xương ống: 1kg, Hành tím: 100g, Cà chua: 4 trái, Hành lá, ngò gai: 150g, Mỡ có tóp mỡ: 1/2 chén, Muối, đường, mắm tôm, dầu điều, nước mắm, Bún tươi, rau sống, ớt xay, chanh, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Gà, Giấm gạo lên men Ajinomoto","– Xương ống nấu lấy 1 lít nước dùng, phần thịt gỡ để riêng. – Lọc cua xay với nước dùng, lọc tiếp với 1 lít nước. Thêm 0.5 lít nước vào xác cua đun sôi 3 phút, chắt lấy nước, để nguội. – Cà chua: 2 trái băm nhuyễn, 2 trái cắt múi cau. Hành lá, ngò gai cắt nhỏ. Bún trụng sơ.","– Hòa tan nước cua với 2m hạt nêm Aji-ngon® và vài cục đá lạnh, đun với lửa lớn, thỉnh thoảng khuấy nhẹ dưới đáy nồi. – Trong khi chờ thịt cua đóng thành váng, xào cà chua băm với 1M dầu điều, xào cho cà chua vừa ráo nước thì tắt bếp, cho ra tô. – Phi thơm hành tím với mỡ, cho gạch cua vào, tắt lửa, đảo đều, cho ra tô. – Khi thấy thịt cua đóng thành váng, hạ lửa, để sôi riu riu, khi thịt cua nổi hết lên mặt, vớt ra để riêng. – Cho 1/2 lượng gạch phủ lên bề mặt váng cua, phần còn lại cho vào nồi nước cua. – Cho cà chua đã xào và xí quách vào nồi nước cua, nêm 1M bột ngọt AJI-NO-MOTO®, 1M muối, 1/2M nước mắm, 1M Giấm gạo lên men LISA®, 1m mắm tôm và 1/2m đường. Cuối cùng cho cà chua cắt múi cau vào.","Cho bún ra tô, thêm váng cua, thịt xí quách, chan nước dùng, rắc hành lá và ngò gai lên trên. Dùng với rau sống, chanh ớt, mắm tôm hoặc nước.",– Nấu cua từ nước lạnh để nước cua trong hơn. – Ép bớt nước cua lúc váng cua còn nóng để váng cua được dẽ và chắc hơn.,"bún riêu, bún xí quách, xí quách",451,27,5,28,26,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0100-bun-rieu-cua-xi-quach.png
887,Cuốn cá xốt xoài,"Không chỉ có màu sắc siêu bắt mắt, cuốn cá có vị thơm béo nhẹ, ngọt thịt của cá, vị chua nhẹ dôn dốt của xoài kết hợp các loại rau củ thanh mát tạo nên hương vị thơm ngon rất hợp với bữa cơm ngày hè hoặc những bữa tiệc nhẹ cuối tuần bạn bè tụ họp bên nhau!",Món mặn,4 người,50,"Cá lóc phi lê    300g, Xà lách Mỹ    100g, Cà rốt     100g, Rau thơm (húng cây, tía tô) 50g, Bơ chín    1 quả, Xoài keo    1/4 trái, Bún tươi    200g, Bánh tráng, Nước cốt chanh, đường, tương ớt, dầu ăn, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Giấm gạo lên men Ajinomoto, Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn","– Phi lê cá lóc cắt sợi dài theo chiều dọc, vuông 1cm, tẩm qua Aji-Quick® Bột Tẩm Khô Chiên Giòn, chiên ngập dầu cho vàng giòn, vớt ra để ráo dầu.  
– Xoài cắt sợi, cắt hạt lựu một ít. Bơ chín cắt miếng dài. Xà lách Mỹ, rau thơm các loại cắt sợi, trộn lại cùng với nhau. Cà rốt cắt sợi ngâm chua với tỉ lệ 1M đường: 2M giấm gạo lên men của Ajinomoto để 10 phút, vớt ra, vắt ráo.","– Xốt xoài: Khuấy đều 1/2m đường, 2M xốt Mayonnaise Aji-Mayo®, 1m tương ớt, 1m nước chanh, 1M xoài cắt hạt lựu.  
– Trải bánh tráng ra đĩa, xoa một ít nước, xếp lần lượt hỗn hợp rau, bún, bơ chín, xoài, cà rốt, cá chiên, cuốn tròn lại.","– Cắt gỏi cuốn miếng vừa ăn, chấm với xốt xoài.","– Phi lê cá lóc cắt sợi dài để dễ định hình.   
– Thêm xoài cắt hạt lựu vào xốt để xốt có vị đặc trưng.","cá, cuon ca, cuon ca xot xoai, món cuốn, xoai",180,14,8,15,25,https://monngonmoingay.com/wp-content/uploads/2017/06/ca-cuon-xot-xoai-500.jpg
888,Spagetty xốt vẹm,"Mỳ spagetty không chỉ có sốt cà chua bò bằm, hãy thử đổi món với nguyên liệu mới chứa nhiều protein và vitamin: vẹm xanh. Từng sợi mì dai kết hợp miếng vẹm mềm thịt, ngọt thanh, lại thoảng nhẹ hương rượu vang và lá hương thảo khiến món ăn vừa tinh tế theo kiểu châu Âu, lại vừa nhẹ bụng như ẩm thực châu Á!",Món mặn,4 người,40,"Mỳ ý    150g, Vẹm đông lạnh    15 con, Lòng đỏ trứng gà   1 cái, Hành tây    1 củ, Cà chua      2 quả, Kem sữa tươi     ½ chén súp, Cà bát, lá hương thảo, tỏi băm., Muối, đường, tiêu, bơ lạt, rượu vang trắng, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo","– Cắt hạt lựu 5 con vẹm. Hành lây cắt hạt lựu. Cà chua bỏ hạt cắt hạt lựu. Hương thảo cắt nhỏ. Trứng gà đánh tan.
– Đun sôi nước cho ít muối, cho mì vào luộc khoảng 8 phút, vớt ra. Chừa lại một chén nước luộc mì để làm xốt.","– Xốt cà chua: Phi thơm tỏi với dầu ăn, cho hành tây vào xào thơm cho đến khi hành tây hơi ngà. Cho cà chua vào xào chín mềm, thêm 1M bơ lạt, 3M cà bát vào, sau đó nêm vào 1/2M hạt nêm Aji ngon®, 1m đường, ít tiêu, và 1 chén nước luộc mì, đun sôi cho hơi sệt lại. Tắt lửa, thêm 1/2m lá hương thảo vào.
– Tiếp tục đun chảy 1M bơ lạt, cho vẹm cắt nhỏ, vẹm nguyên con vào xóc sơ với 1M rượu vang trắng, cho mì vào xốc đều. Nêm vào 1M hạt nêm Aji-ngon®, 1/2m bột ngọt AJI-NO-MOTO®, rồi cho xốt cà chua và kem sữa tươi vào đảo nhẹ với lòng đỏ trứng gà,","– Cho mì ra đĩa, rắc ít tiêu lên trên, trang trí với lá hương thảo. Dùng nóng.","– Luộc mì ý với muối để sợi mì có vị vừa ăn
– Dùng nước luộc mì là xốt giúp xốt tăng độ sánh và phù hợp với món ăn hơn.","con vem, mì ý, spagetty xot vem",381,11,6,23,9,https://monngonmoingay.com/wp-content/uploads/2017/08/my-y-xot-vem-500.jpg
889,Salad táo rau mầm,"Thử “đổi vị” món salad quen thuộc khi kết hợp hài hoà vị thanh mát của rau quả gồm táo, dưa leo, bắp cải…quyện cùng vị chua béo nhè nhè của xốt Aji-mayo® thêm điểm nhấn với hương thơm đặc trưng từ vỏ chanh mài, cho món ăn vừa ""duyên dáng"" lại dễ thực hiện.",Món mặn,4 người,15,"Tôm sú   150g, Táo đỏ  1 quả, Rau mầm  100g, Bắp cải tím  50g, Dưa leo  1 quả, Chanh vàng  1 quả, Đường, muối, tiêu, mè rang, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","– Tôm rút chỉ lưng, xiên que cho thẳng, luộc chín, bỏ vỏ, cắt dọc làm 4, trộn với 1/3m tiêu.
– Chanh vàng: mài lấy 1,5M vỏ, rồi vắt lấy 3M nước cốt chanh. 
– Táo để nguyên vỏ, cắt sợi 2-3 li. Dưa leo bỏ ruột để vỏ, cắt sợi 2-3 li. Bắp cải tím cắt sợi 2-3 li. Cho các loại rau củ vào ngăn mát tủ lạnh, giữ lạnh.","– Xốt salad: Trộn đều hỗn hợp gia vị gồm 3M nước cốt chanh, 1,5m đường, 1/3m muối, 1,5M vỏ chanh mài. 
– Rau mầm để riêng. Trộn các loại rau củ còn lại với hỗn hợp xốt salad.
– Xếp rau mầm ra dĩa, cho các loại rau củ và tôm lên trên, rắc thêm mè rang, trang trí các đường xốt Mayonnaise Aji-Mayo® lên mặt.","– Giữ mát salad trong ngăn mát tủ lạnh, khi ăn trộn đều.","– Vỏ chanh mài giúp tạo mùi thơm đặc trưng cho món salad.  
– Trộn táo với hỗn hợp xốt salad giúp táo thấm vị và không bị thâm.","salad, salad rau mam, salad tao, salad tao rau mam",471,15,8,11,21,https://monngonmoingay.com/wp-content/uploads/2017/12/salad-tao-mam-500.jpg
890,Cá rô phi kho lá lốt,"Cá kho là món rất quen thuộc, nhưng khi sánh đôi cùng lá lốt sẽ mang đến hương vị thơm ngon đặc biệt.  Miếng cá săn, thấm vị bỗng trở nên khó cưỡng khi đắm mình trong nước kho sóng sánh và thịt ba chỉ bóng mượt, đậm đà.",Món mặn,4 người,40,"Cá rô phi   500g, Lá lốt   100g, Thịt ba chỉ   200g, Nước dừa tươi   1/2 lít, Hành tỏi băm, ớt hiểm, Tiêu, đường, nước mắm, dầu ăn, Bột ngọt AJI-NO-MOTO®","– Cá khứa xéo. Thịt ba chỉ cắt con chì. Ướp cá và thịt với 1m bột ngọt AJI-NO-MOTO®, 1/2m muối, 1/2m tiêu, 3M nước mắm, 1M hành tỏi băm, trộn đều. 
– Lá lốt cắt khúc 2cm. Ớt hiểm đập dập.","– Đun nóng dầu ăn, cho thịt ba chỉ vào ram cho xém mặt, thêm 1M đường vào đảo cho lên màu, rồi cho hành tỏi băm, ớt hiểm và cá vào xốc đều, cho 1/2 lít nước dừa vào, kho lửa nhỏ. Khi nước cạn còn hơi sệt, cho lá lốt và hành lá cắt khúc vào đảo đều. ","– Cho cá ra dĩa, rắc ít tiêu, dùng với cơm trắng.","– Xào trước thịt ba chỉ giúp thịt săn và tan mỡ. 
– Cho lá lốt vào giai đoạn cuối để giữ màu xanh và mùi thơm đặc trưng của lá lốt.","cá kho, ca ro phi, lá lốt",381,32,10,27,16,https://monngonmoingay.com/wp-content/uploads/2017/02/ca-ro-phi-540.png
891,Thịt bò xào bông so đũa,"Thịt bò là loại thực phẩm được xếp vào loại protein cao cấp, cách chế biến sao cho thịt bò vẫn giữ được độ mềm nhưng không bị khô luôn là vấn đề then chốt quyết định món ăn có ngon hay không. Hôm nay, đầu bếp của Món Ngon Mỗi Ngày sẽ bật mí một số bí kíp để xào thịt bò thật ngon chung với bông so đũa nhé. Quý vị hãy cùng xem và bắt tay vào làm ngay nhé!",Món mặn,4 người,40,"Thịt bò phi lê: 200g, Bông so đũa: 150g (bỏ nhụy), Hành tây: 1/2 củ, Ớt chuông đỏ: 1/3 trái, Ớt chuông vàng: 1/3 trái, Hành tỏi băm, RAU NÊM:	Hành lá, ngò rí, Gia vị: 	Tiêu, dầu hào, dầu ăn, Nước tương ""Phú Sĩ"", Hạt nêm Aji-ngon® Heo","– Thịt bò cắt lát mỏng, ướp 1/3m tiêu, 1/2m hạt nêm Aji-ngon® Heo, 1M hành tỏi băm, trộn đều. – Hành tây cắt múi cau, ớt chuông vàng và đỏ cắt miếng vừa ăn.","– Phi thơm hành tỏi băm với 2M dầu ăn, cho thịt bò xào nhanh vừa chín trút ra. – Tiếp tục phi dầu với hành tỏi, cho lần lượt ớt chuông, hành tây vào xào, nêm 1m hạt nêm Aji-Ngon® Heo, 1/2M nước tương “Phú Sĩ”, 1/2M dầu hào tiếp tục cho bông so đũa xào nhanh tay khoảng 2 phút, cuối cùng cho thịt bò vào trộn đều, tắt lửa và thêm hành lá, ngò rí, rắc tiêu.","Trình bày món ăn ra dĩa. Khi ăn chấm kèm nước tương “Phú Sĩ”. 🍴Món ăn ngon đi kèm: Canh chua sườn
📃Xem thêm: Các món xào ngon","– Không nên ướp thịt bò với nhiều gia vị mặn, thịt bò sẽ bị ra nước và dai khi xào. – Cho bông so đũa vào cuối cùng khi xào để rau giữ độ giòn.","bông so đũa, thịt bò xào, thịt bò xào bông so đũa",296,10,10,14,33,https://monngonmoingay.com/wp-content/uploads/2016/08/thit-bo-xao-bong-so-dua.jpg
892,Vịt xào lá mắc mật,Món vịt xào lá mắc mật chín mềm kết hợp với mùi thơm đặc trưng của lá mắc mật đảm bảo cả nhà khen ngon. Làm món này xong nhắc đến vịt là nhớ ngay đến món vịt xào liền nha mẹ.,Món mặn,4 người,20,"Ức vịt có da: 2 miếng, Lá mắc mật: 1/2 chén, Hành tím: 1/2 chén, Tỏi băm: 2M, Sả: 1 cây, Nấm mèo: 4 tai nhỏ, RAU NÊM: Cần tàu, ớt sừng cắt lát, đậu phông rang, ĂN KÈM:	Cơm trắng, Gia vị: Dầu ăn, dầu hào, đường, Nước tương ""Phú Sĩ"", Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Gà",– Hành tím: Cắt 4 – Sả: Đập giập cắt khúc – Nấm mèo: Ngâm mềm cắt miếng vừa ăn,"– Ướp vịt: Vịt khứa phần da chiên phần da rám vàng nâu. Cắt lát dày 5ly ướp với 1M tỏi băm, 1/2m bột ngọt , 1m Hạt nêm Aji-ngon® Gà, 1m đường, 1M dầu hào, 1M nước tương 10 phút. – Xào vịt: Xào thơm sả, hành, tỏi , lá mắc mật. Cho thịt vịt vào xào chín thêm nấm mèo vào đảo đều. Kiểm tra vị vừa ăn.","– Múc vịt xào ra dĩa, cho cần tàu, đậu phộng, ớt lên trên. Dùng nóng với cơm trắng.","– Khứa và chiên vàng phần da vịt để loại bớt mỡ vịt, món xào sẽ thơm hơn. – Xào thơm lá mắc mật để món ăn dậy mùi đặc trưng. – Ướp vịt với Nước tương “Phú Sĩ” để món ăn có màu nâu bắt mắt hơn.","lá mắc mật, món vịt, vịt xào",327,40,5,11,33,https://monngonmoingay.com/wp-content/uploads/2022/02/vit-xao-la-mac-mat-880.jpg
893,Lẩu mẻ cá chẽm,Món lẩu này với cách chế biến đơn giản phù hợp với thời gian của các bà nội trợ trẻ nhưng không kém phần hấp dẫn.,Món mặn,4 người,20,"Cá chẽm phi lê: 500g, Húng quế: 100g, Bắp chuối bào: 100g, Bún tươi: 1kg, Ngò gai, hành lá: 5 lá, Dừa xiêm: 1 trái, Hành tây: 1/2củ, Ớt sừng: 1 trái, Nước dùng: 1,5l, Cơm mẻ: 1 chén, Muối, tiêu, đường, nước mắm, Hạt nêm Aji-ngon® Heo, Bột ngọt AJI-NO-MOTO®, Giấm gạo lên men Ajinomoto, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản","– Cá chẽm rửa sạch, lau khô, cắt lát mỏng 5mm, giữ lạnh. – Húng quế lặt lấy lá. Ngò gai cắt nhỏ. Ớt sừng cắt đôi, đập dập. Hành lá phần đầu trắng cắt nhỏ, phi vàng, phần còn lại cắt khúc. Hành tây cắt múi cau.","Đun sôi nước dùng và nước dừa xiêm, nêm 5M mẻ, 1/2M Giấm gạo lên men LISA®, 1/2M đường, 1/2M bột ngọt AJI-NO-MOTO®, 1m muối và 1M nước mắm và 1m hạt nêm Aji-ngon®.","Trước khi ăn cho đầu hành phi, hành tây, rau quế, ngò gai, ớt sừng vào nồi lẩu. Ăn tới đâu nhúng cá và bắp chuối tới đó. Dùng chung với bún và nước mắm mặn.","– Chọn cá mắt sáng trong, mang màu đỏ, vẩy khít và sáng lấp lánh. – Cắt cá xong nên giữ cá trong ngăn mát tủ lạnh để thịt cá tươi. – Dùng nước dừa xiêm nấu lẩu, món lẩu sẽ có vị ngọt thanh","lẩu cá, món lẩu cá, Nghệ thuật nấu ăn ngon gia đình",193,40,7,23,30,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-2861-lau-me-ca-chem.png
894,Súp nghêu rau củ,"Món ăn này có xuất xứ từ món súp của các nước châu Âu, châu Mỹ nhưng nguyên liệu và gia vị lại rất phù hợp với ẩm thực Việt Nam, có thể dùng làm thay đổi khẩu vị bữa ăn gia đình.",Món mặn,4 người,40,"Nghêu: 700g, Thịt ba rọi xông khói: 70g, Cà chua: 2 trái, Cà rốt: 120g, Ngò tây: 2 nhánh, Cần tây: 80g, Hành tây: ½ củ, Khoai tây nhỏ: 1 củ, Hành boaro: 80g, Ớt chuông xanh: 80g, Lá thơm, tỏi, xốt cà hộp, Tiêu sọ rang, Muối, dầu ăn, Hạt nêm Aji-ngon® Heo","– Hành tây, khoai tây, cà rốt, ớt chuông xanh, thịt ba rọi xông khói, cần tây, hành boaro và cà chua cắt hạt lựu, để riêng từng thứ. – Luộc nghêu với 1,5 lít nước, gỡ lấy thịt, bỏ túi đen rồi để ráo. Lọc lại nước luộc, cho khoai tây vào nấu vừa chín, vớt khoai ra để riêng, giữ lại nước luộc nghêu. – Ngò tây lấy lá băm nhỏ, cọng cắt khúc ngắn, để riêng. Cho lá thơm, cọng ngò tây và tiêu sọ vào 1 túi vải mùng, cột chặt lại.","– Xào thịt ba rọi xông khói với 1m dầu và tỏi băm cho ra bớt mỡ. Cho hành tây, cà rốt, cần tây, hành boaro và ớt chuông xanh vào xào thơm. – Thêm 1M xốt cà hộp vào cho lên màu, rồi cho nước luộc nghêu và túi gia vị vào. Nấu nhỏ lửa, vớt bọt đến khi rau củ chín mềm. – Vớt bỏ túi gia vị, thêm khoai tây, nghêu và cà chua vào, nêm 1/2m muối và 1/2M hạt nêm Aji-ngon®.","Múc súp ra chén, rắc lá ngò tây bằm lên trên, dùng với bánh mì.",– Ngâm nghêu vào nước vo gạo hoặc nước muối để nghêu nhanh nhả cát. – Nên lựa nghêu khoảng 45-50 con/1 kg sẽ cho thịt nhiều nhất.,Nghệ thuật nấu ăn ngon gia đình,529,12,4,16,8,https://monngonmoingay.com/wp-content/uploads/2015/08/AGF_0865-sup-ngheu-rau-cu.png
895,Pancake hai màu chuối socola,Team nghiện Pancake đừng bỏ qua công thức bánh mới siêu hấp dẫn này nhé! Cuối tuần này mình cùng đổ Pancake Chuối Socola nha!,Món mặn,4 người,45,"Whipping cream		 	100g, Xốt socola		 		1M, Chuối		 			1 quả, Kẹo cốm đủ màu		 	1M, Bột bánh rán pha sẵn vị truyền thống, Bột bánh rán pha sẵn vị Sô-Cô-La",– Pha 2 loại bột riêng biệt và theo hướng dẫn trên bao bì. – Chuối cắt lát. Whipping đánh bông mềm với ít xốt socola.,"– Đun nóng chảo, hạ nhiệt chảo bằng khăn ướt. Chia vá ra 2 phần, 1 bên đổ bột bánh rán truyền thống, 1 bên đổ bột vị socola, đổ bánh vào chảo, tạo tình tùy thích. Khi 1 mặt bánh chín, lật lại thêm 1 phút cho bánh chín. Lấy ra để trên ray cho bánh thoát khí.","– Xếp bánh ra dĩa, xếp chuối lát, thêm whipping, thêm sốt socola và rắc cốm lên trên.","– Kết hợp 2 loại bột pancake sẽ giúp tiết kiệm thời gian và có những miếng bánh ngon cho gia đình. – Khi đổ bánh, có thể tạo nhiều vân khác nhau tùy vào cách đổ và khéo tay của bạn. – Khi đổ bánh không nên khuấy nhiều sẽ làm 2 màu bánh hòa lẫn, khi đổ bánh không đẹp.","banh ran, banh ran socola, pancake",588,16,6,14,26,https://monngonmoingay.com/wp-content/uploads/2020/07/pancake-hai-mau-chuoi-socola-880.webp
